00:00:19.990	19.99	00:00:24.290	24.29	00:00:04.300	4.3	The father’s sister’s son of my mother’s mother’s brother Yijadalwun
00:00:26.210	26.21	00:00:27.110	27.11	00:00:00.900	0.9	Yijadalwun
00:00:28.000	28.0	00:00:28.730	28.73	00:00:00.730	0.73	Yijadalwun
00:00:33.650	33.65	00:00:35.100	35.1	00:00:01.450	1.45	Old man Yijadalwun?
00:00:35.150	35.15	00:00:37.720	37.72	00:00:02.570	2.57	Yes, (the one whose) old woman was yimburrwarla (skin)
00:00:39.200	39.2	00:00:40.390	40.39	00:00:01.190	1.19	Gurriynjinigarri (her name)
00:00:47.960	47.96	00:00:51.350	51.35	00:00:03.390	3.39	his auntie
00:00:56.640	56.64	00:00:57.800	57.8	00:00:01.160	1.16	Of old man Ngamunung
00:01:01.030	61.03	00:01:04.250	64.25	00:00:03.220	3.22	The auntie of old man Ngamuinug
00:01:07.080	67.08	00:01:10.000	70.0	00:00:02.920	2.92	Sister of old man Wugurlu
00:01:29.700	89.7	00:01:31.490	91.49	00:00:01.790	1.79	The rest are, who?
00:01:35.040	95.04	00:01:39.940	99.94	00:00:04.900	4.9	Great-grandparent for old man Gojorlo, his father was Ngananyin
00:01:40.220	100.22	00:01:42.710	102.71	00:00:02.490	2.49	Those came from there
00:01:45.000	105.0	00:01:45.670	105.67	00:00:00.670	0.67	Like this
00:01:57.511	117.511	00:02:03.181	123.181	00:00:05.670	5.67	[FM}(came from Pine Creek?) old men and women, Yiganggurna Alice? 
00:02:07.045	127.045	00:02:08.340	128.34	00:00:01.295	1.295	No, Walbiyarra [came from Pine Creek]
00:02:09.738	129.738	00:02:13.442	133.442	00:00:03.704	3.704	Delamere
00:02:14.147	134.147	00:02:19.090	139.09	00:00:04.943	4.943	Ngayadiwan was his younger sister
00:02:25.110	145.11	00:02:32.507	152.507	00:00:07.397	7.397	Yangganggurna was the older, the younger Gojorlo
00:02:35.333	155.333	00:02:37.396	157.396	00:00:02.063	2.063	Gojorlo looked back to Ngayadiwan
00:02:38.332	158.332	00:02:40.459	160.459	00:00:02.127	2.127	There were three children of Yawaliyn
00:02:41.348	161.348	00:02:43.173	163.173	00:00:01.825	1.825	Three children of Yawaliyn
00:02:47.460	167.46	00:02:51.111	171.111	00:00:03.651	3.651	They killed Ngayadiwan
00:03:02.713	182.713	00:03:07.301	187.301	00:00:04.588	4.588	Argument, maybe they saw, the old men killed her
00:03:13.872	193.872	00:03:20.809	200.809	00:00:06.937	6.937	They used to make a hole in the nose, when they made it come out, head first, nose… out
00:03:21.158	201.158	00:03:23.825	203.825	00:00:02.667	2.667	When they grabbed it and bit the head with their mouths, the old men
00:03:25.284	205.284	00:03:26.761	206.761	00:00:01.477	1.477	They threw it in the sun
00:03:29.412	209.412	00:03:32.507	212.507	00:00:03.095	3.095	They bit the head and threw it down 
00:03:38.443	218.443	00:03:41.872	221.872	00:00:03.429	3.429	They heaped i ton the ground, heaped
00:03:41.888	221.888	00:03:44.237	224.237	00:00:02.349	2.349	OK, I’ll take it to them and cook it
00:03:45.348	225.348	00:03:47.444	227.444	00:00:02.096	2.096	They took it back to camp in the shade
00:03:50.000	230.0	00:03:53.206	233.206	00:00:03.206	3.206	They took it back to camp in the shade, to camp
00:03:53.253	233.253	00:03:55.761	235.761	00:00:02.508	2.508	They singed the hair, finished
00:03:56.984	236.984	00:04:01.952	241.952	00:00:04.968	4.968	They made a big fire to put it underneath
00:04:03.047	243.047	00:04:09.079	249.079	00:00:06.032	6.032	When they cicatrized, they ¿ from the back, from the tail
00:04:09.349	249.349	00:04:10.460	250.46	00:00:01.111	1.111	
00:04:11.301	251.301	00:04:12.603	252.603	00:00:01.302	1.302	Tied with a strap, they tied the snake up
00:04:13.365	253.365	00:04:20.857	260.857	00:00:07.492	7.492	Tied with a strap, they tied the snake up
00:04:20.984	260.984	00:04:24.063	264.063	00:00:03.079	3.079	Tied it and doubled it
00:04:25.476	265.476	00:04:28.158	268.158	00:00:02.682	2.682	They put it underneath
00:04:29.460	269.46	00:04:30.809	270.809	00:00:01.349	1.349	They puti t under (the coals)
00:04:32.761	272.761	00:04:34.253	274.253	00:00:01.492	1.492	And it cooked
00:04:39.332	279.332	00:04:40.777	280.777	00:00:01.445	1.445	Did you eat it?
00:04:40.793	280.793	00:04:41.269	281.269	00:00:00.476	0.476	And how
00:04:41.841	281.841	00:04:44.047	284.047	00:00:02.206	2.206	Good smell, good smell
00:04:46.269	286.269	00:04:46.984	286.984	00:00:00.715	0.715	fat
00:04:47.698	287.698	00:04:53.492	293.492	00:00:05.794	5.794	Got fat right up to the tail, the belly too
00:04:57.400	297.4	00:05:00.400	300.4	00:00:03.000	3.0	Are there a lot of ?
00:05:02.733	302.733	00:05:18.633	318.633	00:00:15.900	15.9	[what snakes did the old people eat?] black-nosed python, carpet snake
00:05:19.947	319.947	00:05:24.526	324.526	00:00:04.579	4.579	They didn’t eat the children’s puython
00:05:24.950	324.95	00:05:25.825	325.825	00:00:00.875	0.875	Only the black-nosed python
00:05:36.387	336.387	00:05:41.862	341.862	00:00:05.475	5.475	? red and white
